species,region,habitat,activity,visual_pattern,threat_level,body_length_cm,weight_kg,altitude_m,temperature_c,observation_quality
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,74.9,46.47,49.15,15.3,moyenne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,228.03,95.77,372.16,23.06,bonne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,225.64,108.85,534.97,22.2,moyenne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,226.0,103.34,712.34,33.51,moyenne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,84.63,51.69,10.87,11.53,moyenne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,150.48,94.98,4153.59,25.09,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,65.39,58.29,142.29,24.66,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,180.24,58.91,4331.87,12.66,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,190.75,40.03,3946.83,29.24,bonne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,129.4,67.06,443.89,19.5,faible
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,249.25,73.82,197.31,29.96,moyenne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,317.13,1361.56,327.61,30.93,moyenne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,98.28,80.58,51.52,6.08,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,194.11,37.08,3713.74,31.64,faible
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,207.93,40.21,3135.76,23.59,bonne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,148.3,44.31,208.36,31.5,bonne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,230.54,80.01,950.36,27.46,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,311.36,1169.02,280.71,24.08,moyenne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,122.68,88.11,987.61,18.89,moyenne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,120.24,40.89,167.28,32.48,moyenne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,131.85,42.26,327.57,15.93,bonne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,156.04,53.12,612.48,29.69,moyenne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,336.51,1236.37,204.71,12.13,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,210.6,32.69,3010.74,18.69,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,194.48,37.55,3480.3,7.28,moyenne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,68.58,56.1,0.0,20.71,faible
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,114.3,97.1,1238.54,12.77,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,141.59,50.05,16.63,12.77,bonne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,140.25,160.72,3935.55,13.0,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,182.15,31.55,5200.91,30.54,moyenne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,78.16,49.33,74.01,19.0,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,130.87,41.89,0.0,12.65,moyenne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,69.44,1.06,2337.68,27.18,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,320.66,1955.59,214.76,25.79,bonne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,256.01,106.71,1163.94,28.16,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,203.03,51.22,5412.8,22.31,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,312.79,2126.62,344.25,8.53,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,320.66,2244.6,220.24,19.19,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,71.19,73.68,59.48,32.5,faible
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,150.28,35.66,1361.38,26.52,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,179.67,55.68,3068.77,7.42,moyenne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,234.49,111.63,743.31,26.73,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,163.01,48.84,4437.87,6.99,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,322.77,1804.93,126.32,8.21,faible
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,154.53,75.84,3746.19,19.98,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,330.97,1467.95,428.33,10.34,faible
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,86.23,53.49,92.78,7.48,moyenne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,142.03,82.64,192.6,19.72,moyenne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,332.28,1812.59,580.68,12.99,bonne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,153.23,134.61,4198.85,33.26,moyenne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,150.47,114.58,3707.8,24.57,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,193.76,51.55,5157.28,25.39,faible
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,311.02,2190.37,484.95,13.01,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,294.07,2052.78,130.02,19.79,bonne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,169.3,74.31,2829.03,23.8,moyenne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,96.37,42.26,0.72,31.8,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,87.93,53.97,39.88,13.75,moyenne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,243.07,103.76,171.42,17.79,bonne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,132.14,30.16,357.98,11.27,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,189.4,31.21,3968.89,8.32,moyenne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,71.05,43.73,21.71,13.11,bonne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,185.5,78.04,2307.84,14.53,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,134.0,39.02,96.28,13.98,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,315.12,2285.43,9.45,23.82,bonne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,119.17,85.93,162.99,17.26,bonne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,138.61,39.39,1009.16,15.85,moyenne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,112.21,65.94,1456.53,25.83,moyenne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,316.22,1204.33,409.85,6.27,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,177.4,33.16,4080.11,31.38,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,304.92,1000.19,155.81,32.92,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,181.07,29.32,3554.07,15.23,faible
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,127.13,44.35,129.75,12.87,moyenne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,127.3,35.51,236.79,26.71,moyenne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,127.2,32.51,144.32,7.41,bonne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,61.43,3.97,2187.96,31.36,bonne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,172.35,71.62,4272.26,33.15,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,298.48,1836.32,385.77,21.32,moyenne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,249.84,97.33,662.6,18.39,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,126.51,47.31,0.0,30.18,bonne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,55.27,5.02,2118.97,6.51,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,148.3,44.13,0.0,18.78,bonne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,237.85,139.27,998.86,23.39,moyenne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,304.52,2239.38,587.44,10.79,faible
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,146.53,44.68,1063.57,14.33,faible
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,152.23,54.87,197.29,29.85,faible
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,115.78,95.96,1241.02,21.65,moyenne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,120.22,91.7,755.29,6.38,faible
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,214.74,48.7,4159.9,26.66,moyenne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,43.22,6.34,2949.64,5.14,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,119.61,34.27,0.0,24.82,faible
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,174.59,79.74,3294.67,6.23,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,196.42,43.95,5332.23,15.91,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,128.89,34.19,24.59,11.41,moyenne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,336.46,926.24,575.86,8.72,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,95.82,74.45,0.0,19.93,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,126.6,32.95,79.48,31.26,moyenne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,138.77,69.58,574.58,19.3,moyenne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,226.66,128.24,1191.44,29.6,moyenne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,58.53,78.15,50.86,24.66,faible
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,217.0,34.11,4647.94,7.32,faible
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,59.88,56.2,161.73,9.25,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,176.92,46.46,4449.61,29.35,faible
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,196.28,41.9,4634.13,26.97,bonne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,239.02,87.77,792.04,21.78,faible
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,53.26,7.14,2018.61,11.58,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,197.99,27.31,4077.51,5.91,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,295.93,974.05,0.0,30.95,bonne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,133.98,81.84,1009.84,30.82,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,329.69,1645.62,320.9,24.01,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,163.74,34.56,3237.76,14.0,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,147.29,39.95,27.59,12.45,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,161.63,28.37,4465.7,21.08,moyenne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,317.67,2273.03,94.24,21.54,moyenne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,58.9,0.5,1797.38,26.03,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,202.56,37.32,5174.12,6.18,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,174.46,43.44,3334.76,9.8,moyenne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,141.83,38.91,6.52,17.97,moyenne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,88.5,53.07,4.25,23.23,moyenne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,138.7,52.28,0.0,28.2,bonne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,68.98,7.16,3446.42,8.44,bonne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,59.84,3.75,3860.92,13.26,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,231.39,30.86,4970.07,13.09,bonne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,250.82,126.76,87.47,33.83,faible
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,253.13,136.1,926.37,18.94,moyenne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,56.64,6.03,3890.01,31.82,faible
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,121.15,63.55,874.04,8.58,bonne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,254.09,135.98,343.7,12.62,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,144.64,38.21,0.0,7.0,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,192.3,48.77,4497.03,6.08,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,86.03,62.67,127.64,12.83,bonne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,145.2,79.08,4168.42,10.75,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,62.61,60.08,248.51,31.75,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,306.12,2038.14,288.73,12.85,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,95.67,47.64,0.0,7.79,moyenne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,153.47,46.22,0.0,26.74,faible
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,123.63,39.38,89.53,23.91,bonne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,260.21,84.84,333.59,24.24,faible
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,57.29,2.55,2936.11,7.09,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,68.91,46.86,58.86,28.15,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,300.44,1574.8,85.51,10.6,moyenne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,236.53,96.42,528.3,7.66,bonne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,142.18,73.5,1452.08,32.55,faible
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,121.66,45.32,118.73,26.78,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,203.69,54.02,4012.82,20.89,moyenne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,72.59,2.18,1826.12,32.79,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,228.99,43.8,4143.76,31.05,bonne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,47.75,4.98,2752.35,21.94,bonne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,244.17,78.92,342.59,21.73,bonne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,66.36,5.26,2513.11,10.87,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,141.28,34.38,4.6,19.31,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,84.19,80.09,0.0,10.28,bonne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,221.55,85.78,571.36,30.95,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,212.36,37.36,5221.27,22.47,moyenne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,230.04,136.32,576.64,20.42,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,201.45,48.45,4309.23,9.67,moyenne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,56.93,0.5,1985.86,31.91,bonne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,162.29,107.68,2438.36,27.76,faible
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,177.14,38.7,4935.16,16.39,faible
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,317.76,1886.26,39.79,19.9,faible
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,193.03,54.97,3280.89,33.85,bonne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,164.76,144.52,2719.69,5.25,faible
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,331.69,921.1,20.5,25.19,moyenne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,145.22,98.29,2982.72,15.96,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,202.72,40.96,4774.36,28.96,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,82.6,69.28,134.43,26.95,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,100.52,63.76,199.69,9.96,moyenne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,113.93,71.21,935.44,14.7,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,216.98,40.31,4809.61,28.3,bonne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,124.61,70.48,663.96,32.59,bonne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,159.26,123.66,2738.24,9.4,moyenne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,227.71,126.24,344.61,15.77,moyenne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,226.79,123.88,1045.11,22.32,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,133.25,47.11,26.73,27.5,faible
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,191.53,33.59,5196.27,33.03,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,92.43,74.93,85.71,15.02,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,337.1,2063.41,566.49,20.93,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,83.75,70.09,0.0,17.3,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,188.78,47.5,3978.18,28.73,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,185.86,47.83,4958.15,15.21,faible
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,48.43,6.59,3715.22,11.15,moyenne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,126.21,50.76,0.0,6.08,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,93.91,70.94,0.0,5.02,bonne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,49.15,6.04,3306.68,17.86,moyenne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,142.63,93.63,813.04,21.31,faible
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,125.94,85.19,1142.81,29.49,moyenne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,129.94,46.48,0.0,19.59,faible
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,65.43,3.78,3194.3,29.73,moyenne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,230.5,137.41,127.47,16.58,faible
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,56.57,5.06,1887.86,12.23,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,221.09,25.23,4249.38,7.16,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,136.41,38.37,55.15,26.11,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,86.96,62.35,50.19,27.69,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,64.9,67.1,19.31,15.03,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,77.44,46.09,0.0,28.12,bonne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,56.37,5.87,1859.79,30.02,faible
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,148.72,148.75,2431.85,10.07,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,140.3,48.16,33.94,25.41,bonne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,149.38,144.81,4149.85,29.24,faible
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,160.87,40.84,4463.15,6.03,bonne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,160.01,87.28,4229.65,31.96,faible
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,58.17,2.71,2664.52,13.87,bonne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,162.99,97.94,3053.31,10.01,moyenne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,313.36,1817.97,644.6,26.21,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,83.0,56.12,0.0,25.92,bonne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,163.13,173.52,2617.15,22.04,bonne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,226.5,105.81,1098.86,17.32,moyenne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,138.21,92.08,1014.91,23.32,bonne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,116.69,50.7,69.99,9.64,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,310.83,1426.18,261.76,7.97,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,178.1,31.59,3277.18,29.7,moyenne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,142.65,44.7,0.0,16.48,moyenne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,136.27,68.5,1458.54,21.64,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,126.68,47.67,26.54,16.79,bonne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,207.4,50.23,4102.98,15.99,moyenne
Gorille des montagnes,Afrique centrale,forêt montagneuse,diurne,pelage sombre,en danger,131.46,131.43,3158.26,9.45,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,139.43,51.28,0.0,10.53,bonne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,137.73,43.81,114.72,28.46,bonne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,141.5,40.85,65.5,19.31,moyenne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,317.93,899.3,391.95,22.4,bonne
Tigre de Sumatra,Sumatra,forêt tropicale,nocturne,rayures noires,critique,245.09,95.5,191.21,13.94,faible
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,196.89,31.79,5269.19,22.33,moyenne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,333.49,1422.7,16.17,10.3,bonne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,82.79,40.33,62.04,23.64,bonne
Rhinocéros de Java,Java,forêt humide,crépusculaire,peau grise,critique,317.15,1329.38,103.02,19.7,faible
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,142.41,40.8,0.0,16.17,bonne
Panda roux,Himalaya,forêt tempérée,crépusculaire,roux et blanc,en danger,52.66,6.26,2768.03,23.4,moyenne
Tortue imbriquée,océans tropicaux,récif corallien,diurne,carapace écailleuse,critique,70.08,66.24,0.0,18.64,moyenne
Vaquita,Golfe de Californie,mer côtière,diurne,gris avec taches,critique,123.79,52.05,62.69,26.0,bonne
Orang-outan de Bornéo,Bornéo,forêt tropicale,diurne,pelage orangé,critique,133.72,86.76,699.21,9.9,moyenne
Léopard des neiges,Asie centrale,montagne rocheuse,crépusculaire,rosettes grises,vulnérable,175.48,42.68,5487.28,31.46,moyenne
